,title,ingredients,instructions
183,Pastel de coco tostado ,"8 onzas de queso Neufchâtel americano o de crema reducida en grasas, a temperatura ambiente, 1/3 de taza de azúcar, 1/4 de taza de leche de coco light, 1 cucharadita de extracto puro de coco, 3 cucharadas de copos de coco azucarados, 4 tazas de cubos de 1/2 pulgada de pastel de ángel comprado en la tienda, Cáscara de 1 lima, cortada en tiras de 1/8 de pulgada de ancho (opcional), 1/3 de taza más 2 cucharaditas de azúcar, dividido (opcional)]","En un bol, combinar el Neufchâtel, 1/3 de taza de azúcar, la leche y el extracto de coco. Calentar el horno a 350°F. Extienda el coco uniformemente en una bandeja para hornear; tueste, revolviendo una o dos veces, hasta que se dore, de 5 a 10 minutos. En cada uno de los cuatro vasos de 8 onzas para servir, divida y coloque en capas la mitad de la crema de coco, la mitad de los cubos de pastel y la mitad del coco tostado; repita con el resto de la crema, el pastel y el coco. Refrigere al menos 1 hora o hasta 24. Si se adorna con lima confitada: Poner a hervir una olla pequeña medio llena de agua. Coloque las cáscaras de lima en un colador de malla pequeño; póngalo sobre la olla para sumergir las cáscaras; hierva 2 minutos. Retirar el colador y pasar las cáscaras por agua fría. Repita el proceso de hervir y enfriar con agua fresca. Volver a llenar la misma olla con 1/3 de taza de agua fresca y 1/3 de taza de azúcar; llevar a ebullición. Colocar el colador sobre la olla para que las cáscaras queden sumergidas; reducir el fuego a medio y cocinar a fuego lento durante 5 minutos. Seque las cáscaras con una toalla de papel y mézclelas en un bol con las 2 cucharaditas de azúcar restantes para cubrirlas. Cubra los pastelitos con las cáscaras confitadas y sírvalos.En un bol, combine el Neufchâtel, 1/3 de taza de azúcar, la leche y el extracto de coco. Caliente el horno a 350°F. Extienda el coco uniformemente en una bandeja para hornear; tueste, revolviendo una o dos veces, hasta que se dore, de 5 a 10 minutos. En cada una de las cuatro copas de 8 onzas para servir, divida y ponga en capas la mitad de la crema de coco, la mitad de los cubos de pastel y la mitad del coco tostado; repita con el resto de la crema, el pastel y el coco. Refrigere al menos 1 hora o hasta 24. Si se adorna con lima confitada: Poner a hervir una olla pequeña medio llena de agua. Coloque las cáscaras de lima en un colador de malla pequeño; póngalo sobre la olla para sumergir las cáscaras; hierva 2 minutos. Retirar el colador y pasar las cáscaras por agua fría. Repita el proceso de hervir y enfriar con agua fresca. Volver a llenar la misma olla con 1/3 de taza de agua fresca y 1/3 de taza de azúcar; llevar a ebullición. Colocar el colador sobre la olla para que las cáscaras queden sumergidas; reducir el fuego a medio y cocinar a fuego lento durante 5 minutos. Seque las cáscaras con una toalla de papel y mézclelas en un bol con las 2 cucharaditas de azúcar restantes para cubrirlas. Cubra los trifles con las cáscaras confitadas; sirva."
184,Helado de Marsala y Grosellas ,"1/4 de taza de grosellas secas, 1/4 de taza de zumo de naranja, 1/4 de taza de Marsala, 2 cucharadas de azúcar, 1/2 rama de canela, 1/2 cucharadita de cáscara de naranja rallada, Helado de vainilla, Amaretti u otras galletas, desmenuzadas]","Combinar los 6 primeros ingredientes en una cacerola pequeña y pesada. Hervir hasta que se forme un jarabe, removiendo frecuentemente, unos 10 minutos. Enfriar ligeramente. Deseche la canela. Ponga el helado en cuencos. Vierta la mezcla de grosellas caliente sobre el helado. Espolvorear con galletas y servir.Combine los 6 primeros ingredientes en una cacerola pequeña y pesada. Hierva hasta que se forme un jarabe, removiendo frecuentemente, unos 10 minutos. Enfríe un poco. Deseche la canela.Ponga el helado en cuencos. Vierta la mezcla de grosellas caliente sobre el helado. Espolvorear con galletas y servir."
185,"Penne multigrano con pesto de avellanas, judías verdes y parmesano ","2 tazas (empaquetadas) de perejil italiano fresco, 2/3 de taza de avellanas tostadas, 2 cucharadas de zumo de limón fresco, 1 cucharada de cáscara de limón finamente rallada, 2 dientes de ajo pelados, 1/3 de taza más 1 cucharada de aceite de oliva, 1 caja de 14,5 onzas de penne multicereales, 1 bolsa de 8 onzas de judías verdes francesas recortadas (haricots verts), 2 manojos de cebollas verdes, cortadas en rodajas, 1/3 de taza de queso parmesano recién rallado]","Mezclar los 5 primeros ingredientes y 1/3 de taza de aceite en el procesador hasta que los frutos secos estén bien picados. Sazonar el pesto con sal y pimienta. Cocinar la pasta en una olla grande de agua hirviendo con sal hasta que esté casi tierna pero aún firme al morderla, revolviendo ocasionalmente. Añade las alubias y cuécelas hasta que estén crujientes, unos 2 minutos. Calentar la cucharada de aceite restante en una sartén antiadherente a fuego medio-alto. Añade las cebollas y saltéalas hasta que estén tiernas, de 3 a 4 minutos. Escurrir la pasta y las judías; reservar 1 taza de líquido de cocción. Vuelva a poner la pasta y las judías en la olla. Mezclar con el pesto, las cebollas, 3/4 de taza del líquido de cocción y el queso. Sazona con sal y pimienta.Mezcle los primeros 5 ingredientes y 1/3 de taza de aceite en el procesador hasta que las nueces estén finamente picadas. Sazona el pesto con sal y pimienta.Cocinar la pasta en una olla grande de agua hirviendo con sal hasta que esté casi tierna pero aún firme al morderla, revolviendo ocasionalmente. Añade las alubias y cuécelas hasta que estén crujientes, unos 2 minutos.Calentar la cucharada de aceite restante en una sartén antiadherente a fuego medio-alto. Añade las cebollas y saltéalas hasta que estén tiernas, de 3 a 4 minutos.Escurrir la pasta y las judías; reservar 1 taza de líquido de cocción. Vuelva a poner la pasta y las judías en la olla. Mezclar con el pesto, las cebollas, 3/4 de taza del líquido de cocción y el queso. Sazona con sal y pimienta."
186,Ensalada de berros con vinagreta tibia ,"1 1/2 cucharadas de chalota picada, 2 cucharaditas de mostaza estilo Dijon, 1 cucharadita de miel, 1 1/2 cucharadas de vinagre de vino tinto, 4 cucharadas de aceite de oliva, 3 manojos de berros, con los tallos gruesos desechados y las ramitas tiernas enjuagadas y secadas (unas 9 tazas empaquetadas sin apretar)]","En una cacerola pequeña, bata la chalota, la mostaza, la miel, el vinagre y sal y pimienta al gusto, añada el aceite en un chorro, batiendo, y bata el aderezo hasta que esté emulsionado. Calentar el aliño a fuego moderado, batiendo de vez en cuando, hasta que esté caliente y en un bol mezclarlo con los berros.En un cazo pequeño, batir la chalota, la mostaza, la miel, el vinagre y sal y pimienta al gusto, añadir el aceite en un chorro, batiendo, y batir el aliño hasta que esté emulsionado. Calentar el aliño a fuego moderado, batiendo de vez en cuando, hasta que esté caliente y en un bol mezclarlo con los berros."
187,"Bratwurst con manzanas, cebolla y chucrut ","1 cucharadita de semillas de alcaravea, 1 cucharadita de semillas de hinojo, 1 cucharada de harina Wondra, 1/2 cucharadita de pimienta negra molida, 4 tazas de chucrut (preferiblemente fresco), enjuagado, escurrido y secado (de un tarro de 32 onzas), 1 cebolla grande (aproximadamente 1 libra), cortada por la mitad a lo largo y en rodajas finas a lo ancho, 3 manzanas Golden Delicious grandes (aproximadamente un kilo y medio en total), peladas, sin corazón y cortadas en rodajas finas, 6 salchichas enteras ahumadas (aproximadamente 1 libra), perforadas por todas partes con una brocheta, 4 hojas de laurel, 1 taza de caldo de carne, 2 cucharadas de vermut seco, 2 cucharadas de ketchup, 1 1/2 cucharadas de mantequilla derretida, Pan de centeno o integral]","Coloque la rejilla en el centro del horno; precaliéntelo a 400°F. Colocar las semillas de alcaravea y de hinojo en una bolsa de plástico pequeña con cierre. Aplastar las semillas con un mazo. Agregue la harina y la pimienta a la bolsa; agite para mezclar. Extienda el chucrut sobre el fondo de una fuente de vidrio o cerámica de 13x9x2 pulgadas. Espolvorear 1/3 de la mezcla de harina. Colocar las rodajas de cebolla encima; espolvorear con la mitad de la mezcla de harina restante y, a continuación, salar ligeramente. Extienda la mitad de las rodajas de manzana por encima y espolvoree el resto de la mezcla de harina. Coloque el bratwurst sobre las manzanas, luego coloque las rebanadas de manzana restantes alrededor del bratwurst. Coloque las hojas de laurel. Mezcle el caldo, el vermut y el ketchup en una taza medidora. Vierta la mezcla de caldo de manera uniforme. Cubra bien con papel de aluminio. Asar la salchicha 45 minutos. Destapar y untar con mantequilla derretida. Asar sin tapar hasta que los bordes de las manzanas y las salchichas empiecen a dorarse, unos 25 minutos más. Servir con pan.Colocar la rejilla en el centro del horno; precalentar a 400°F. Colocar las semillas de alcaravea y de hinojo en una bolsa de plástico pequeña con cierre. Aplastar las semillas con un mazo. Agregue la harina y la pimienta a la bolsa; agite para mezclar. Extienda el chucrut sobre el fondo de una fuente de vidrio o cerámica de 13x9x2 pulgadas. Espolvorear 1/3 de la mezcla de harina. Colocar las rodajas de cebolla encima; espolvorear con la mitad de la mezcla de harina restante y, a continuación, salar ligeramente. Extienda la mitad de las rodajas de manzana por encima y espolvoree el resto de la mezcla de harina. Coloque el bratwurst sobre las manzanas, luego coloque las rebanadas de manzana restantes alrededor del bratwurst. Coloque las hojas de laurel. Mezcle el caldo, el vermut y el ketchup en una taza medidora. Vierta la mezcla de caldo de manera uniforme. Cubra bien con papel de aluminio.Asar la salchicha 45 minutos. Destapar y untar con mantequilla derretida. Asar sin tapar hasta que los bordes de las manzanas y las salchichas empiecen a dorarse, unos 25 minutos más. Servir con pan."
188,Caponata clásica ,"5 cucharadas de aceite de oliva, 1 berenjena de 1 libra y media, sin pelar, cortada en cubos de 1/2 pulgada, 1 cebolla mediana, cortada en cubos, 4 dientes de ajo grandes, picados, 1 lata de 14 1/2 onzas de tomates picados con condimentos italianos en su jugo, 3 cucharadas de vinagre de vino tinto, 2 cucharadas de alcaparras escurridas, 1/3 de taza de albahaca fresca picada, Piñones tostados]","Calentar el aceite en una olla grande a fuego medio. Añadir la berenjena, la cebolla y los dientes de ajo. Saltear hasta que la berenjena esté blanda y dorada, unos 15 minutos. Añada los tomates cortados en dados con su jugo, luego el vinagre de vino tinto y las alcaparras escurridas. Tapar y cocer a fuego lento hasta que la berenjena y la cebolla estén muy tiernas, removiendo de vez en cuando, unos 12 minutos. Sazone la caponata al gusto con sal y pimienta. Mezcle la albahaca fresca. Pasar la caponata a una fuente de servir. Espolvorear con piñones tostados. Servir caliente, a temperatura ambiente o fría. (La caponata se puede hacer con 2 días de antelación. Tapar y refrigerar).Calentar el aceite en una olla grande a fuego medio. Añadir la berenjena, la cebolla y los dientes de ajo. Saltear hasta que la berenjena esté blanda y dorada, unos 15 minutos. Añadir los tomates cortados en dados con su jugo, luego el vinagre de vino tinto y las alcaparras escurridas. Tapar y cocer a fuego lento hasta que la berenjena y la cebolla estén muy tiernas, removiendo de vez en cuando, unos 12 minutos. Sazone la caponata al gusto con sal y pimienta. Mezcle la albahaca fresca. Pasar la caponata a una fuente de servir. Espolvorear con piñones tostados. Servir caliente, a temperatura ambiente o fría. (La caponata se puede hacer con 2 días de antelación. Tapar y refrigerar)."
189,Sangre y arena ,"1/2 onza de whisky escocés, 1/2 onza de brandy de cereza, 1/2 onza de vermú dulce, 1/2 onza de zumo de naranja, 3 o 4 cubitos de hielo]",Combinar todos los ingredientes en un vaso mezclador y remover bien. Cuele en una copa de cóctel.Combinar todos los ingredientes en un vaso mezclador y remover bien. Cuele en una copa de cóctel.
190,Caldo de verduras ,"2 puerros, recortados y picados finamente, 2 cebollas peladas y picadas finamente, 2 zanahorias, peladas y cortadas en dados de 1 cm (1/2 pulgada), 2 ramas de apio, picadas finamente, 1 bulbo de hinojo, cortado en dados de 1 cm (1/2 pulgada), 1 bulbo de ajo, cortado por la mitad en sentido transversal, 100 ml de vino blanco seco, 1 ramita de tomillo fresco, 1 hoja de laurel, 1 anís estrellado, 1 cucharadita de granos de pimienta rosa, 1 cucharadita de semillas de cilantro, pizca de sal]","Poner todos los ingredientes en una cacerola grande y cubrirlos con 1,75 litros (3 pintas) de agua fría. Cubrir con una tapa y llevar a fuego lento, luego retirar la tapa y cocinar durante otros 30 minutos, hasta que las verduras estén tiernas. Dejar marinar durante 2 días en un lugar fresco o, si no se dispone de tiempo, colarlas en un colador. Si no tiene suficiente sabor, vuelva a ponerlo en la sartén y redúzcalo hasta que esté satisfecho. Dejar enfriar por completo y pasar a una jarra de plástico con tapa y guardar en la nevera hasta que se necesite. Utilizar según sea necesario.Poner todos los ingredientes en una cacerola grande y cubrirlos con 1,75 litros (3 pintas) de agua fría. Cubrir con una tapa y llevar a fuego lento, luego retirar la tapa y cocinar durante otros 30 minutos, hasta que las verduras estén tiernas.Dejar marinar durante 2 días en un lugar fresco o, si no se dispone de tiempo, colarlas en un colador. Si no tiene suficiente sabor, vuelva a ponerlo en la sartén y redúzcalo hasta que esté satisfecho. Dejar enfriar por completo y pasar a una jarra de plástico con tapa y guardar en la nevera hasta que se necesite. Utilícelo cuando lo necesite."
191,Arroz rojo de lujo ,"6 rebanadas de tocino, 1 1/2 tazas de quimbombó congelado en rodajas, descongelado, 3 tallos de apio picados, 1 cebolla grande picada, 1 lata de 15 a 16 onzas de tomates picados, 2 tazas de arroz blanco cocido, Pimienta de Cayena, Salsa Worcestershire]","Cocinar el tocino en una sartén grande a fuego medio hasta que esté dorado y crujiente. Pasar el bacon a papel de cocina y escurrirlo. Desmenuzar el bacon. Vierta toda la grasa de la sartén excepto 2 cucharadas. Añadir el quimbombó, el apio y la cebolla a la sartén. Suba el fuego a medio-alto; saltee hasta que las verduras estén casi tiernas, unos 8 minutos. Incorpore los tomates con su jugo, el arroz y el tocino. Cocinar a fuego lento hasta que se absorba la mayor parte del líquido, unos 2 minutos. Condimentar con pimienta de cayena, salsa Worcestershire, sal y pimienta.Cocinar el tocino en una sartén grande a fuego medio hasta que esté dorado y crujiente. Ponga el tocino en toallas de papel y escúrralo. Desmenuzar el tocino.Vierta toda la grasa de la sartén excepto 2 cucharadas. Añadir el quimbombó, el apio y la cebolla a la sartén. Suba el fuego a medio-alto; saltee hasta que las verduras estén casi tiernas, unos 8 minutos. Incorpore los tomates con su jugo, el arroz y el tocino. Cocinar a fuego lento hasta que se absorba la mayor parte del líquido, unos 2 minutos. Condimentar con pimienta de cayena, salsa Worcestershire, sal y pimienta."
192,Panna Cottas de suero de leche y moras con compota de moras ,"3/4 de libra de moras (unas 3 tazas), 1 1/4 tazas de suero de leche bien batido, 2 3/4 cucharaditas de gelatina sin sabor (de dos sobres de 1/4 de onza), 1/4 de taza de agua, 1 1/2 tazas de crema de leche, 2/3 de taza de azúcar, 2 cucharadas de sirope de mora, comprado o hecho en casa (ver nota de la cocinera, abajo), 1/2 taza de agua, 1/2 taza de crema de cassis, 2 cucharadas de azúcar, 1 1/2 cucharadas de zumo de limón fresco, 1/2 libra de moras (unas 2 tazas), Equipo especial: 6 moldes (de 6 onzas) (preferiblemente no reactivos)]","Hacer la panna cotta: Haga un puré de moras con suero de leche en una batidora hasta que quede muy suave, y luego viértalo en un bol a través de un colador de malla fina, presionando y desechando los sólidos. Espolvorear la gelatina sobre el agua en un bol pequeño y dejarla reposar 1 minuto para que se ablande. Mientras la gelatina se ablanda, calentar la nata y el azúcar en un cazo a fuego moderado hasta que estén calientes, removiendo hasta que el azúcar se disuelva. Retirar del fuego y añadir la mezcla de gelatina, removiendo hasta que se disuelva. Incorpore la mezcla de nata y el jarabe al puré de moras y, a continuación, viértalo en un bol a través de un colador limpio. Vierta la mezcla en los moldes y refrigere, tapado, hasta que esté firme, al menos 8 horas.Haga un puré de moras con el suero de leche en una batidora hasta que esté muy suave, luego viértalo a través de un colador de malla fina en un bol, presionando y luego desechando los sólidos.Espolvorear la gelatina sobre el agua en un bol pequeño y dejarla reposar 1 minuto para que se ablande.Mientras la gelatina se ablanda, calentar la nata y el azúcar en un cazo a fuego moderado hasta que estén calientes, removiendo hasta que el azúcar se disuelva. Retirar del fuego y añadir la mezcla de gelatina, removiendo hasta que se disuelva. Incorpore la mezcla de nata y el jarabe al puré de moras y, a continuación, viértalo en un bol a través de un colador limpio. Vierta la mezcla en los moldes y refrigere, tapado, hasta que esté firme, al menos 8 horas.Prepare la compota mientras las panna cottas terminan de enfriarse: Hierva el agua, la crema de cassis y el azúcar en una cacerola pequeña, removiendo de vez en cuando, hasta que el jarabe se reduzca a 1/3 de taza, de 10 a 12 minutos. Añada el zumo de limón y, a continuación, vierta el almíbar sobre las moras y remueva suavemente para que se combinen. Para servir las panna cottas, pase un cuchillo fino por el borde de los moldes para aflojarlos si es necesario y sumerja los moldes en un pequeño cuenco con agua caliente de 3 a 5 segundos, luego invierta las panna cottas en los platos y desmóntelas con cuidado. Vierta las bayas y el sirope por encima y alrededor de cada panna cotta.Hierva el agua, la crema de cassis y el azúcar en un cazo pequeño, removiendo de vez en cuando, hasta que el almíbar se reduzca a 1/3 de taza, de 10 a 12 minutos. Añada el zumo de limón y, a continuación, vierta el sirope sobre las moras y remueva suavemente para que se combinen.Para servir las panna cottas, pase un cuchillo fino por el borde de los moldes para aflojarlos si es necesario y sumerja los moldes en un pequeño cuenco con agua caliente de 3 a 5 segundos, luego invierta las panna cottas en los platos y desmóntelas con cuidado. Vierta las bayas y el sirope por encima y alrededor de cada panna cotta."
193,Ensalada César ,"1 diente de ajo grande, cortado por la mitad a lo largo, 3/4 a 1 taza de aceite de oliva virgen extra, 1 (3oz) rollo portugués o un trozo de baguette de 7 pulgadas, cortado en cubos de 3/4 de pulgada, 8 filetes de anchoa en aceite, escurridos, 1 huevo grande, 2 cucharadas de zumo de limón fresco, 3 corazones de lechuga romana (un paquete de 18 onzas), con las hojas separadas pero enteras, 1 onza de Parmigiano-Reggiano finamente rallado (1/2 taza), Equipo especial: una ensaladera muy grande (preferiblemente de madera)]","Sazone la ensaladera frotando una mitad de ajo cortada y 1 cucharadita de aceite en el fondo y el lateral de la misma (reserve el ajo). Caliente 3/4 de taza de aceite con las dos mitades del ajo reservado a fuego moderadamente alto, girando el ajo hasta que se dore, de 1 a 2 minutos, y luego deseche el ajo. Añada los cubos de pan y saltéelos, dándoles la vuelta de vez en cuando, hasta que se doren por todos los lados, unos 2 minutos. Pasar los picatostes a papel de cocina para escurrirlos. Vierta el aceite a través de un pequeño colador de malla fina en una taza de medir resistente al calor y añada suficiente aceite de oliva adicional hasta un total de 6 cucharadas. Poner las anchoas en la ensaladera y aplastarlas hasta formar una pasta con 2 tenedores. Bata el huevo y el zumo de limón y añada el aceite reservado (caliente o a temperatura ambiente) en un chorro lento, batiendo hasta que se emulsione. Añadir sal al gusto. Añadir las hojas de lechuga romana al aliño y remover para cubrirlas. Añadir los picatostes y mezclar brevemente. Repartir la ensalada en 6 platos grandes y espolvorear con queso y pimienta al gusto. Servir inmediatamente.Sazona la ensaladera frotando una mitad de ajo cortada y 1 cucharadita de aceite en el fondo y en el lateral del bol (reserva el ajo).Caliente 3/4 de taza de aceite con las dos mitades del ajo reservado a fuego moderadamente alto, girando el ajo hasta que se dore, de 1 a 2 minutos, y luego deseche el ajo. Añada los cubos de pan y saltéelos, dándoles la vuelta de vez en cuando, hasta que se doren por todos los lados, unos 2 minutos. Pasar los picatostes a papel de cocina para escurrirlos. Vierta el aceite a través de un pequeño colador de malla fina en una taza de medir resistente al calor y añada suficiente aceite de oliva adicional hasta un total de 6 cucharadas.Poner las anchoas en la ensaladera y aplastarlas hasta formar una pasta con 2 tenedores. Bata el huevo y el zumo de limón y añada el aceite reservado (caliente o a temperatura ambiente) en un chorro lento, batiendo hasta que se emulsione. Añadir sal al gusto.Añadir las hojas de lechuga romana al aliño y remover para cubrirlas. Añadir los picatostes y mezclar brevemente.Repartir la ensalada en 6 platos grandes y espolvorear con queso y pimienta al gusto. Servir inmediatamente."
194,Brócoli con jengibre y ajo ,"1 manojo pequeño de brócoli (aproximadamente 1 1/4 libras), 2 cucharadas de aceite vegetal, 3 cucharadas de palitos muy finos de jengibre fresco pelado, 1 diente de ajo, cortado en rodajas finas, 2 cucharadas de agua, 1 1/2 cucharadas de salsa de soja, vinagre de arroz sazonado]","Cortar el brócoli en floretes de 1 pulgada. Recorte y pele los tallos y córtelos en rodajas de 1/4 de pulgada. En una sartén pesada de 10 pulgadas, calentar el aceite a fuego moderado hasta que esté caliente pero no humeante y cocinar la raíz de jengibre y el ajo, removiendo la sartén de vez en cuando, hasta que estén dorados. Con una espumadera, pasar la raíz de jengibre y el ajo a papel absorbente para escurrirlos. Añadir el brócoli a la sartén y cocinar, removiendo frecuentemente, hasta que se dore bien, unos 5 minutos. En un bol pequeño, mezcle el agua, la salsa de soja y el vinagre. Añadir la mezcla a la sartén y cocinar hasta que se evapore la mayor parte del líquido, aproximadamente 1 minuto. Sirva el brócoli espolvoreado con raíz de jengibre y ajo.Cortar el brócoli en floretes de una pulgada. Recorte y pele los tallos y córtelos en rodajas de 1/4 de pulgada.En una sartén pesada de 10 pulgadas, calentar el aceite a fuego moderado hasta que esté caliente pero no humeante y cocinar la raíz de jengibre y el ajo, moviendo la sartén de vez en cuando, hasta que estén dorados. Con una espumadera, pasar la raíz de jengibre y el ajo a papel absorbente para escurrirlos.Añadir el brócoli a la sartén y cocinar, removiendo frecuentemente, hasta que se dore bien, unos 5 minutos. En un bol pequeño, mezcle el agua, la salsa de soja y el vinagre. Añadir la mezcla a la sartén y cocinar hasta que se evapore la mayor parte del líquido, aproximadamente 1 minuto. Sirva el brócoli espolvoreado con raíz de jengibre y ajo."
195,"Ensalada dulce, ácida y picante de gambas y pepinos ","1/4 de taza de zumo de lima fresco, 3 cucharadas de azúcar moreno dorado, 2 cucharadas de salsa de pescado (como nam pla o nuoc nam)*., 2 cucharadas de aceite vegetal, 1 cucharada de cáscara de lima finamente rallada, 1 cucharadita de pasta de chile picante (como el sambal oelek)*., 1 cucharadita de jengibre fresco pelado y rallado, 2 libras de pepinos persas o japoneses (unos 8), 1 1/2 cucharaditas de sal, 1 cucharada de aceite vegetal, 3/4 de taza de cacahuetes tostados ligeramente salados, 1 libra de camarones medianos cocidos, desvenados y pelados, 4 tazas de col de Napa cortada en rodajas finas, 1 pimiento rojo grande, cortado en tiras del tamaño de una cerilla, 3 cebollas verdes, cortadas en tiras del tamaño de una cerilla, 1/2 taza de hojas frescas de cilantro, 1/2 taza de hojas frescas de albahaca tailandesa o de hojas de albahaca normales, 2 cucharaditas de semillas de sésamo negro,* tostadas, Disponible en la sección de alimentos asiáticos de muchos supermercados y en los mercados asiáticos.]","Para el aderezo: Bata todos los ingredientes del aderezo para mezclarlos en un tazón pequeño; deje que el aderezo repose mientras prepara la ensalada.Bata todos los ingredientes del aderezo para mezclarlos en un tazón pequeño; deje que el aderezo repose mientras prepara la ensalada.Para la ensalada: Pele la mitad de los pepinos; córtelos por la mitad a lo largo y saque las semillas con una cuchara pequeña. Córtalos en cubos de 1/4 de pulgada (aproximadamente 2 tazas) y colócalos en un colador grande sobre un bol. Corte los extremos de los pepinos restantes y córtelos por la mitad a lo largo. Quitar las semillas. Corta las mitades transversalmente en rodajas de 1/4 de pulgada de grosor (unas 2 1/2 a 3 tazas); añádelas al colador. Espolvorear con 1 1/2 cucharaditas de sal; dejar escurrir 30 minutos. Calentar 1 cucharada de aceite en una sartén mediana a fuego medio-alto. Añade los cacahuetes y saltéalos hasta que estén dorados. Con una cuchara ranurada, transfiera los cacahuetes a una toalla de papel para escurrirlos. Combine las gambas, la col, el pimiento, las cebollas verdes, el cilantro y la albahaca en un bol grande. Seque los trozos de pepino y añádalos a la ensalada. Mezclar con el aderezo; espolvorear con cacahuetes y semillas de sésamo negro.Pele la mitad de los pepinos; córtelos por la mitad a lo largo y saque las semillas con una cuchara pequeña. Córtalos en cubos de 1/4 de pulgada (unas 2 tazas) y colócalos en un colador grande sobre un bol.Corta los extremos del resto de los pepinos y córtalos por la mitad a lo largo. Quitar las semillas. Cortar las mitades transversalmente en rodajas de 1/4 de pulgada de grosor (unas 2 1/2 a 3 tazas); añadir al colador. Espolvorear con 1 1/2 cucharaditas de sal; dejar escurrir 30 minutos.Calentar 1 cucharada de aceite en una sartén mediana a fuego medio-alto. Añade los cacahuetes y saltéalos hasta que estén dorados. Con una cuchara ranurada, transfiera los cacahuetes a una toalla de papel para escurrirlos.Combine las gambas, la col, el pimiento, las cebollas verdes, el cilantro y la albahaca en un bol grande.Seque los trozos de pepino y añádalos a la ensalada. Mezclar con el aderezo; espolvorear con cacahuetes y semillas de sésamo negro."
196,Pizza de tres quesos con panceta y champiñones ,"Masa de pizza, 1/2 taza de salsa marinara comprada, 1 taza de queso Fontina rallado grueso, 1/2 taza de queso parmesano finamente rallado, 1/3 de taza de queso mozzarella rallado grueso, 2 onzas de champiñones crimini (baby bella), cortados en rodajas finas, 2 onzas de panceta (tocino italiano) en rodajas finas, picadas gruesas]","Precaliente el horno a 475°F. Forre 2 bandejas grandes para hornear con papel pergamino. Divida la masa por la mitad. Extienda 1 mitad en una superficie ligeramente enharinada hasta obtener un rectángulo de 131/2x81/2 pulgadas. Transfiera a una hoja de hornear. Repita con la segunda mitad. Extienda 1/4 de taza de salsa marinara sobre cada pizza, dejando un borde de 1/2 pulgada. Espolvoree los quesos por encima, luego los champiñones y la panceta. Espolvorear con sal y una generosa cantidad de pimienta. Hornee las pizzas hasta que se doren por debajo y el queso se derrita, unos 15 minutos. Cortar cada pizza transversalmente en rectángulos.Precaliente el horno a 475°F. Forre 2 bandejas grandes para hornear con papel pergamino. Divida la masa por la mitad. Extienda 1 mitad en una superficie ligeramente enharinada hasta obtener un rectángulo de 131/2x81/2 pulgadas. Transfiera a una hoja de hornear. Repita con la segunda mitad. Extienda 1/4 de taza de salsa marinara sobre cada pizza, dejando un borde de 1/2 pulgada. Espolvoree los quesos por encima, luego los champiñones y la panceta. Espolvorear con sal y una generosa cantidad de pimienta.Hornee las pizzas hasta que se doren por debajo y el queso se derrita, unos 15 minutos. Cortar cada pizza transversalmente en rectángulos."
197,Pudín de pan de maíz rellenado ,"1 cebolla pequeña, picada fina, 1/2 taza de pimiento verde finamente picado, 1 diente de ajo grande, picado, 1 cucharada de mantequilla sin sal, 2 huevos grandes, 1 1/2 tazas de leche, 2 tazas de mezcla para relleno de pan de maíz envasada]","Precaliente el horno a 375&;F. y unte con mantequilla un molde redondo de 9 pulgadas. En una sartén pequeña y pesada, cocine la cebolla, el pimiento y el ajo en la mantequilla a fuego moderado, removiendo de vez en cuando, hasta que la cebolla esté dorada. En un bol, bata los huevos y la leche y añada la mezcla de cebolla, el relleno y sal y pimienta al gusto. Vierta la mezcla en el molde y hornee en el medio del horno hasta que la parte superior esté dorada, unos 25 minutos. Cortar el pudín en cuñas.Precalentar el horno a 375&;F. y untar con mantequilla un molde redondo de 9 pulgadas.En una sartén pequeña y pesada, cocine la cebolla, el pimiento y el ajo en la mantequilla a fuego moderado, removiendo de vez en cuando, hasta que la cebolla esté dorada. En un bol, bata los huevos y la leche y añada la mezcla de cebolla, el relleno y sal y pimienta al gusto. Vierta la mezcla en el molde y hornee en el medio del horno hasta que la parte superior esté dorada, unos 25 minutos. Cortar el pudín en cuñas."
