,text,label
14,"Que hacer con 2 libras de berenjenas, cortadas en cubos de 1 pulgada, 1 taza de aceite de oliva, 1 cebolla mediana picada, 2 1/2 tazas de salsa marinara (hecha en casa o utilice salsa embotellada de 24 a 26 onzas), 1 libra de rigatoni secos, 1 libra de mozzarella fría (preferiblemente fresca salada), cortada en cubos de 1/2 pulgada]",instructions
15,"Si tengo 2 libras de berenjenas, cortadas en cubos de 1 pulgada, 1 taza de aceite de oliva, 1 cebolla mediana picada, 2 1/2 tazas de salsa marinara (hecha en casa o utilice salsa embotellada de 24 a 26 onzas), 1 libra de rigatoni secos, 1 libra de mozzarella fría (preferiblemente fresca salada), cortada en cubos de 1/2 pulgada] que receta lo usa",title
16,"Que puedo hacer con 1 paquete de hojaldre congelado, descongelado en la nevera, Harina común (para la superficie), 1 huevo grande, batido para mezclar, 2 cucharadas de azúcar, más para espolvorear, Aceite vegetal antiadherente en spray, 3 manzanas Pink Lady, lavadas, cortadas transversalmente en rodajas de 1/8"", sin semillas, 2 cucharadas de vinagre de sidra de manzana, 2 cucharaditas de extracto de vainilla, Una pizca de sal kosher, 1/3 de taza de sirope de arce puro, más para servir, 3 cucharadas de bourbon o brandy de manzana, divididas, 4 cucharadas de mantequilla sin sal, cortada en trozos, 1 taza de nata líquida fría]",instructions
17,"Que receta usa 1 paquete de hojaldre congelado, descongelado en la nevera, Harina común (para la superficie), 1 huevo grande, batido para mezclar, 2 cucharadas de azúcar, más para espolvorear, Aceite vegetal antiadherente en spray, 3 manzanas Pink Lady, lavadas, cortadas transversalmente en rodajas de 1/8"", sin semillas, 2 cucharadas de vinagre de sidra de manzana, 2 cucharaditas de extracto de vainilla, Una pizca de sal kosher, 1/3 de taza de sirope de arce puro, más para servir, 3 cucharadas de bourbon o brandy de manzana, divididas, 4 cucharadas de mantequilla sin sal, cortada en trozos, 1 taza de nata líquida fría]",title
18,"Como puedo preparar Jamón cocido con huesos 10-12 libras, Dientes de ajo: 8, pelados y cortados en tiras finas, Ramitas de romero: 8, Azúcar moreno: 1/2 taza, Mostaza de Dijon 1/2 taza, Zumo de manzana u otro líquido: 2 tazas]",instructions
19,"Que receta usa Jamón cocido con huesos 10-12 libras, Dientes de ajo: 8, pelados y cortados en tiras finas, Ramitas de romero: 8, Azúcar moreno: 1/2 taza, Mostaza de Dijon 1/2 taza, Zumo de manzana u otro líquido: 2 tazas]",title
20,"Que puedo hacer con 1 cebolla blanca pequeña, pelada y cortada en cuartos, 5 dientes de ajo grandes, sin pelar, 4 libras de tomates (unos 15 medianos), 5 chiles chipotles enlatados, 2 cucharadas de aceite de canola, 1 cucharadita de sal marina fina]",instructions
21,"Si tengo 1 cebolla blanca pequeña, pelada y cortada en cuartos, 5 dientes de ajo grandes, sin pelar, 4 libras de tomates (unos 15 medianos), 5 chiles chipotles enlatados, 2 cucharadas de aceite de canola, 1 cucharadita de sal marina fina] que receta lo usa",title
22,Si tengo ] que puedo hacer,instructions
23,Como se llama la receta con ],title
24,"Como puedo preparar 1/4 de taza de mayonesa, 1 diente de ajo picado, 4 cucharadas de zumo de limón fresco, 1 cucharada de miso amarillo, 1 cucharada de aceite de canola, 1 barra de pan de masa madre de 10 onzas, cortada en rebanadas de 1 pulgada de grosor, 3 dientes de ajo, pelados, divididos, 1 cucharada de aceite de oliva virgen extra, 3/4 de taza de chalotas cortadas, 2 libras de almejas de Manila, lavadas, enjuagadas y escurridas, 3/4 de taza de vino blanco seco, 1 botella de 8 onzas de jugo de almeja, 3 cucharadas de perejil italiano fresco picado, 2 cucharadas de miso amarillo, Harissa en polvo, Información sobre los ingredientes: La harissa en polvo es una mezcla de especias que se vende en los mercados de Oriente Medio y en wholespice.com. Si no está disponible, combine 2 cucharaditas de cilantro molido; 1 1/2 cucharaditas de chiles anchos molidos; 1 cucharadita de ajo en polvo, pimentón y comino; 1/2 cucharadita de sal y 1/4 de cucharadita de pimienta de cayena.]",instructions
25,"Si tengo 1/4 de taza de mayonesa, 1 diente de ajo picado, 4 cucharadas de zumo de limón fresco, 1 cucharada de miso amarillo, 1 cucharada de aceite de canola, 1 barra de pan de masa madre de 10 onzas, cortada en rebanadas de 1 pulgada de grosor, 3 dientes de ajo, pelados, divididos, 1 cucharada de aceite de oliva virgen extra, 3/4 de taza de chalotas cortadas, 2 libras de almejas de Manila, lavadas, enjuagadas y escurridas, 3/4 de taza de vino blanco seco, 1 botella de 8 onzas de jugo de almeja, 3 cucharadas de perejil italiano fresco picado, 2 cucharadas de miso amarillo, Harissa en polvo, Información sobre los ingredientes: La harissa en polvo es una mezcla de especias que se vende en los mercados de Oriente Medio y en wholespice.com. Si no está disponible, combine 2 cucharaditas de cilantro molido; 1 1/2 cucharaditas de chiles anchos molidos; 1 cucharadita de ajo en polvo, pimentón y comino; 1/2 cucharadita de sal y 1/4 de cucharadita de pimienta de cayena.] que receta lo usa",title
26,"Que hacer con 2 cucharaditas de aceite de oliva, 2 lonchas de panceta, picadas finamente, 1 zanahoria grande o 2 pequeñas, peladas y cortadas en dados, 2 tallos de apio, cortados en dados, 4 ramitas de orégano, Una pizca de escamas de chile seco (opcional), Sal, 4 dientes de ajo picados, 2 tazas de garbanzos cocidos, 2 tazas de líquido de cocción de los garbanzos, 2 tazas de caldo de pollo, 1 manojo de brócoli rabe, Un chorrito de aceite de oliva virgen extra]",instructions
27,"Que receta usa 2 cucharaditas de aceite de oliva, 2 lonchas de panceta, picadas finamente, 1 zanahoria grande o 2 pequeñas, peladas y cortadas en dados, 2 tallos de apio, cortados en dados, 4 ramitas de orégano, Una pizca de escamas de chile seco (opcional), Sal, 4 dientes de ajo picados, 2 tazas de garbanzos cocidos, 2 tazas de líquido de cocción de los garbanzos, 2 tazas de caldo de pollo, 1 manojo de brócoli rabe, Un chorrito de aceite de oliva virgen extra]",title
28,"Que puedo hacer con 2 o 3 cubitos de hielo, 2 cucharadas de zumo de limón, 1 cucharada de granadina, Gaseosa fría]",instructions
29,"Si tengo 2 o 3 cubitos de hielo, 2 cucharadas de zumo de limón, 1 cucharada de granadina, Gaseosa fría] que receta lo usa",title
30,"Que hacer con 1 manojo de espárragos, sin los tallos inferiores duros, 1/4 de taza de aceite de oliva, 2 1/2 cucharaditas de sal kosher, 1 cucharadita de pimienta negra recién molida, 1 cucharada de ajo en rodajas, 2 puerros (partes blanca y verde pálida), recortados, cortados por la mitad y lavados muy bien, 1 cebolla roja, cortada en dados de 1/2 pulgada, 6 huevos extragrandes, 1/4 de taza de crema de leche]",instructions
31,"Si tengo 1 manojo de espárragos, sin los tallos inferiores duros, 1/4 de taza de aceite de oliva, 2 1/2 cucharaditas de sal kosher, 1 cucharadita de pimienta negra recién molida, 1 cucharada de ajo en rodajas, 2 puerros (partes blanca y verde pálida), recortados, cortados por la mitad y lavados muy bien, 1 cebolla roja, cortada en dados de 1/2 pulgada, 6 huevos extragrandes, 1/4 de taza de crema de leche] que receta lo usa",title
32,"Que puedo hacer con 3/4 de taza de aceite de oliva, 3 cucharadas de zumo de limón fresco, 2 yemas de huevo grandes, 1 cucharada de agua, 2 cucharadas de estragón fresco picado, Aceite de oliva adicional, 6 filetes de atún de 6 onzas (1 pulgada de grosor), 6 ramitas de estragón fresco]",instructions
33,"Si tengo 3/4 de taza de aceite de oliva, 3 cucharadas de zumo de limón fresco, 2 yemas de huevo grandes, 1 cucharada de agua, 2 cucharadas de estragón fresco picado, Aceite de oliva adicional, 6 filetes de atún de 6 onzas (1 pulgada de grosor), 6 ramitas de estragón fresco] que receta lo usa",title
34,"Que puedo hacer con 2 1/2 cucharadas de mantequilla, 1/2 taza de pan rallado fresco (de pan francés), 1 1/4 tazas de leche entera, 1/2 taza de nata para montar, 1 cucharada de harina para todo uso, 12 onzas de queso Gorgonzola, desmenuzado, 1 libra de pasta rigatoni o penne, 1/4 de taza de queso parmesano rallado]",instructions
35,"Que receta usa 2 1/2 cucharadas de mantequilla, 1/2 taza de pan rallado fresco (de pan francés), 1 1/4 tazas de leche entera, 1/2 taza de nata para montar, 1 cucharada de harina para todo uso, 12 onzas de queso Gorgonzola, desmenuzado, 1 libra de pasta rigatoni o penne, 1/4 de taza de queso parmesano rallado]",title
36,"Si tengo 1 barra de pan de masa madre de 1 libra y media, sin corteza, cortada en cubos de media pulgada (aproximadamente 13 tazas), 2 libras de salchicha de cerdo a granel para el desayuno, 2 cebollas grandes picadas (unas 4 tazas generosas), 2 tazas de apio picado (unos 5 tallos), 4 cucharadas (1/2 barra) de mantequilla, divididas, 6 tazas de cubos de 1/2 pulgada de manzanas Granny Smith peladas (unas 28 onzas), 3/4 de taza de pasas doradas (unas 4 onzas), 2 cucharadas de salvia fresca picada, 2 1/2 tazas de caldo de pollo bajo en sal, 3 huevos grandes] que puedo hacer",instructions
37,"Que receta usa 1 barra de pan de masa madre de 1 libra y media, sin corteza, cortada en cubos de media pulgada (aproximadamente 13 tazas), 2 libras de salchicha de cerdo a granel para el desayuno, 2 cebollas grandes picadas (unas 4 tazas generosas), 2 tazas de apio picado (unos 5 tallos), 4 cucharadas (1/2 barra) de mantequilla, divididas, 6 tazas de cubos de 1/2 pulgada de manzanas Granny Smith peladas (unas 28 onzas), 3/4 de taza de pasas doradas (unas 4 onzas), 2 cucharadas de salvia fresca picada, 2 1/2 tazas de caldo de pollo bajo en sal, 3 huevos grandes]",title
38,"Que hacer con 2 botellas de ron añejo ligero, 1 botella de ron blanco, 1 botella de ron dorado añejo, 1 botella de ron Demerara, 1/2 botella de ron de alta graduación, 1 botella de coñac, 1 botella de curaçao de naranja, 1 botella de falernum, 1 botella de licor de marrasquino, 1 oz/25 ml de absenta, 60 chorros de amargo de Angostura, 2,1 cuartos/2 litros de zumo de lima, 12,6 cuartos/12 litros de zumo de guayaba, 1 botella de jarabe de fruta de la pasión, 34 fl oz/1 litro de puré de fruta de la pasión, 2,1 cuartos/2 litros de puré de mango, gran bloque de hielo, fruta, ramitas de menta, flores comestibles]",instructions
39,"Si tengo 2 botellas de ron añejo ligero, 1 botella de ron blanco, 1 botella de ron dorado añejo, 1 botella de ron Demerara, 1/2 botella de ron de alta graduación, 1 botella de coñac, 1 botella de curaçao de naranja, 1 botella de falernum, 1 botella de licor de marrasquino, 1 oz/25 ml de absenta, 60 chorros de amargo de Angostura, 2,1 cuartos/2 litros de zumo de lima, 12,6 cuartos/12 litros de zumo de guayaba, 1 botella de jarabe de fruta de la pasión, 34 fl oz/1 litro de puré de fruta de la pasión, 2,1 cuartos/2 litros de puré de mango, gran bloque de hielo, fruta, ramitas de menta, flores comestibles] que receta lo usa",title
40,Quiero Lomo asado con sal y especias  como se hace,title_instructions
41,"Si tengo 6 dientes de ajo grandes, picados, 2 cucharadas de salsa de soja, 2 cucharadas de jengibre fresco rallado, 2 cucharaditas de mostaza de Dijon, 1/3 de taza de zumo de lima fresco, 1/2 taza de aceite de oliva, cayena al gusto, 4 lomos de cerdo (aproximadamente 3/4 de libra cada uno), recortados, Acompañamiento: mermelada de cebolla y jalapeño, 1 1/4 libras de cebollas rojas o amarillas, picadas finamente (unas 4 tazas), 3 cucharadas de aceite de oliva, 2 chiles jalapeños frescos, sin semillas y picados (use guantes de goma), 2 cucharadas de miel o azúcar, 3 ó 4 cucharadas de vinagre de vino tinto, 1/4 de taza de agua] que puedo hacer",instructions
42,"Como se llama la receta con 6 dientes de ajo grandes, picados, 2 cucharadas de salsa de soja, 2 cucharadas de jengibre fresco rallado, 2 cucharaditas de mostaza de Dijon, 1/3 de taza de zumo de lima fresco, 1/2 taza de aceite de oliva, cayena al gusto, 4 lomos de cerdo (aproximadamente 3/4 de libra cada uno), recortados, Acompañamiento: mermelada de cebolla y jalapeño, 1 1/4 libras de cebollas rojas o amarillas, picadas finamente (unas 4 tazas), 3 cucharadas de aceite de oliva, 2 chiles jalapeños frescos, sin semillas y picados (use guantes de goma), 2 cucharadas de miel o azúcar, 3 ó 4 cucharadas de vinagre de vino tinto, 1/4 de taza de agua]",title
43,Quiero Gambas al jengibre y al ajo  como se hace,title_instructions
44,"Si tengo 3 cucharadas de mantequilla sin sal, 3/4 de taza de chalotas cortadas en rodajas finas (2 grandes), 1 cucharadita de chile en polvo, 3/4 de cucharadita de sal, 1/4 de cucharadita de pimienta negra, 2 libras de zanahorias, cortadas en diagonal en trozos de 3 pulgadas, 1/3 de taza de jarabe de arce puro, 1 taza de vino tinto seco, 2 cucharaditas de vinagre de sidra, 2 cucharadas de eneldo fresco picado] que puedo hacer",instructions
45,"Que receta usa 3 cucharadas de mantequilla sin sal, 3/4 de taza de chalotas cortadas en rodajas finas (2 grandes), 1 cucharadita de chile en polvo, 3/4 de cucharadita de sal, 1/4 de cucharadita de pimienta negra, 2 libras de zanahorias, cortadas en diagonal en trozos de 3 pulgadas, 1/3 de taza de jarabe de arce puro, 1 taza de vino tinto seco, 2 cucharaditas de vinagre de sidra, 2 cucharadas de eneldo fresco picado]",title
46,"Que hacer con 2 cucharadas de aceitunas de Kalamata finamente picadas (unas 6) u otras aceitunas negras curadas en salmuera, 2 cucharaditas de alcaparras escurridas, finamente picadas, 1 cucharada de vinagre de vino tinto, 3 cucharadas de aceite de oliva virgen extra, 4 tazas de floretes de coliflor de 1 pulgada (aproximadamente 1 cabeza), 2 cucharadas de hojas de perejil fresco picado (preferiblemente de hoja plana)]",instructions
47,"Si tengo 2 cucharadas de aceitunas de Kalamata finamente picadas (unas 6) u otras aceitunas negras curadas en salmuera, 2 cucharaditas de alcaparras escurridas, finamente picadas, 1 cucharada de vinagre de vino tinto, 3 cucharadas de aceite de oliva virgen extra, 4 tazas de floretes de coliflor de 1 pulgada (aproximadamente 1 cabeza), 2 cucharadas de hojas de perejil fresco picado (preferiblemente de hoja plana)] que receta lo usa",title
48,"Si tengo 3/4 de libra (3/4 de caja) de espaguetis, Sal gruesa, 1 limón, 1 1/2 tazas de queso parmesano fresco rallado finamente, 1/2 cucharadita de pimienta negra recién molida, 2 1/2 cucharadas de aceite de oliva virgen extra, 3-5 cucharadas de agua de pasta, para diluir, Un puñado de hojas de albahaca fresca (de 4 tallos frondosos)] que puedo hacer",instructions
49,"Que receta usa 3/4 de libra (3/4 de caja) de espaguetis, Sal gruesa, 1 limón, 1 1/2 tazas de queso parmesano fresco rallado finamente, 1/2 cucharadita de pimienta negra recién molida, 2 1/2 cucharadas de aceite de oliva virgen extra, 3-5 cucharadas de agua de pasta, para diluir, Un puñado de hojas de albahaca fresca (de 4 tallos frondosos)]",title
50,Quiero Pastelitos de camarones con costra de almendras y mayonesa de soja al limón  como se hace,title_instructions
51,"Que puedo hacer con 1 taza de crema agria, 1 taza de crema de leche, 1 cucharadita de sal]",instructions
52,"Que receta usa 1 taza de crema agria, 1 taza de crema de leche, 1 cucharadita de sal]",title
53,Quiero Pan de aceite de oliva al romero  como se hace,title_instructions
54,"Si tengo 1/2 taza de guisantes congelados, 1 cebolla mediana, pelada, 4 patatas russet o Idaho grandes (aproximadamente 3 libras y media), peladas, 2 huevos grandes, 2 cucharadas de harina común, 1/4 de cucharadita de cilantro molido, 1/4 de cucharadita de cúrcuma molida, 1/4 de cucharadita de comino molido, 2 cucharadas de jengibre fresco pelado y picado, 2 cucharadas de cilantro fresco picado, 6 cucharadas de aceite vegetal, 6 cucharadas de mantequilla sin sal, Yogur de curry y lima] que puedo hacer",instructions
55,"Que receta usa 1/2 taza de guisantes congelados, 1 cebolla mediana, pelada, 4 patatas russet o Idaho grandes (aproximadamente 3 libras y media), peladas, 2 huevos grandes, 2 cucharadas de harina común, 1/4 de cucharadita de cilantro molido, 1/4 de cucharadita de cúrcuma molida, 1/4 de cucharadita de comino molido, 2 cucharadas de jengibre fresco pelado y picado, 2 cucharadas de cilantro fresco picado, 6 cucharadas de aceite vegetal, 6 cucharadas de mantequilla sin sal, Yogur de curry y lima]",title
56,Como preparar Judías verdes con jengibre y anacardos ,title_instructions
57,"Que puedo hacer con 3/4 de taza de aceitunas verdes curadas en salmuera sin deshuesar (preferiblemente rotas)* y bien enjuagadas, 5 libras de jarretes de ternera de 2 pulgadas de grosor (de 6 a 8 jarretes), cada uno atado firmemente con hilo de cocina para mantener la carne unida al hueso, harina de uso general para el dragado, 2 cucharadas de aceite de oliva, 1 cucharada de mantequilla sin sal, 1 cebolla mediana-grande, cortada por la mitad a lo largo y en rodajas finas, 2 dientes de ajo grandes, picados, 1 filete de anchoa picado, cinco tiras de 3 por 1/2 pulgadas de ralladura de limón fresco, 1 1/2 cucharadas de alcaparras embotelladas y escurridas, 1 cucharada de hojas de romero frescas finamente picadas o 1 cucharadita seca desmenuzada, 1 1/2 tazas de vino blanco seco, 1 1/2 tazas de caldo de pollo bajo en sal, Acompañamiento: gremolata (receta a continuación), Guarnición: bayas de alcaparra secas**, 1/4 de taza de hojas de perejil fresco finamente picado, 1 cucharada de ralladura de limón fresca, 1 1/2 cucharaditas de ajo picado, o al gusto, *Las aceitunas verdes sin deshuesar y curadas en salmuera se pueden adquirir en tiendas especializadas y mercados mediterráneos., **Las bayas de alcaparra escurridas se pueden adquirir en tiendas de alimentación especializadas.]",instructions
58,"Si tengo 3/4 de taza de aceitunas verdes curadas en salmuera sin deshuesar (preferiblemente rotas)* y bien enjuagadas, 5 libras de jarretes de ternera de 2 pulgadas de grosor (de 6 a 8 jarretes), cada uno atado firmemente con hilo de cocina para mantener la carne unida al hueso, harina de uso general para el dragado, 2 cucharadas de aceite de oliva, 1 cucharada de mantequilla sin sal, 1 cebolla mediana-grande, cortada por la mitad a lo largo y en rodajas finas, 2 dientes de ajo grandes, picados, 1 filete de anchoa picado, cinco tiras de 3 por 1/2 pulgadas de ralladura de limón fresco, 1 1/2 cucharadas de alcaparras embotelladas y escurridas, 1 cucharada de hojas de romero frescas finamente picadas o 1 cucharadita seca desmenuzada, 1 1/2 tazas de vino blanco seco, 1 1/2 tazas de caldo de pollo bajo en sal, Acompañamiento: gremolata (receta a continuación), Guarnición: bayas de alcaparra secas**, 1/4 de taza de hojas de perejil fresco finamente picado, 1 cucharada de ralladura de limón fresca, 1 1/2 cucharaditas de ajo picado, o al gusto, *Las aceitunas verdes sin deshuesar y curadas en salmuera se pueden adquirir en tiendas especializadas y mercados mediterráneos., **Las bayas de alcaparra escurridas se pueden adquirir en tiendas de alimentación especializadas.] que receta lo usa",title
59,"Como puedo preparar 4 mitades de pechuga de pollo sin piel y sin hueso, 2 huevos grandes, 1 1/4 tazas de panko (pan rallado japonés), 3 cucharadas de perejil fresco picado, dividido, 2 cucharaditas de orégano fresco picado, 1 cucharadita de sal kosher gruesa, 3/4 de cucharadita de pimienta negra molida, 4 cucharadas de aceite de oliva, divididas, 2 cucharadas de zumo de limón fresco, 2 tazas (empaquetadas) de hojas de rúcula baby (unas 2 onzas)]",instructions
60,"Si tengo 4 mitades de pechuga de pollo sin piel y sin hueso, 2 huevos grandes, 1 1/4 tazas de panko (pan rallado japonés), 3 cucharadas de perejil fresco picado, dividido, 2 cucharaditas de orégano fresco picado, 1 cucharadita de sal kosher gruesa, 3/4 de cucharadita de pimienta negra molida, 4 cucharadas de aceite de oliva, divididas, 2 cucharadas de zumo de limón fresco, 2 tazas (empaquetadas) de hojas de rúcula baby (unas 2 onzas)] que receta lo usa",title
61,"Como puedo preparar 3/4 de taza de vinagre de sidra de manzana, 3/4 de taza de agua, 4 cucharaditas de sal kosher gruesa, 2 cucharaditas de azúcar, 1 tira de 3 x 1/2 pulgadas de cáscara de limón (sólo la parte amarilla, retirada con un pelador de verduras), 12 onzas de tomates cherry, tomates uva y/o tomates pera, 1/4 de taza de eneldo fresco picado grueso, 2 dientes de ajo, cortados en rodajas finas, 1/4 de cucharadita de pimienta roja seca triturada]",instructions
62,"Como se llama la receta con 3/4 de taza de vinagre de sidra de manzana, 3/4 de taza de agua, 4 cucharaditas de sal kosher gruesa, 2 cucharaditas de azúcar, 1 tira de 3 x 1/2 pulgadas de cáscara de limón (sólo la parte amarilla, retirada con un pelador de verduras), 12 onzas de tomates cherry, tomates uva y/o tomates pera, 1/4 de taza de eneldo fresco picado grueso, 2 dientes de ajo, cortados en rodajas finas, 1/4 de cucharadita de pimienta roja seca triturada]",title
63,Como preparar Jugo de menta fresca ,title_instructions
64,Como preparar Buñuelos de cangrejo y chorizo ,title_instructions
65,Como preparar Tarta de uvas ,title_instructions
66,Quiero Judías verdes con cebolla roja agridulce  como se hace,title_instructions
67,"Que hacer con 1/4 de taza de zumo de limón fresco, 1/2 taza de aceite de oliva, 2 aguacates (de 6 a 8 onzas) maduros y firmes, 3 cabezas de lechuga Bibb (3/4 de libra en total), hojas arrancadas si son grandes, 1 corazón de lechuga romana, cortado transversalmente en trozos de 1 pulgada, 3 rábanos medianos, cortados en rodajas finas]",instructions
68,"Que receta usa 1/4 de taza de zumo de limón fresco, 1/2 taza de aceite de oliva, 2 aguacates (de 6 a 8 onzas) maduros y firmes, 3 cabezas de lechuga Bibb (3/4 de libra en total), hojas arrancadas si son grandes, 1 corazón de lechuga romana, cortado transversalmente en trozos de 1 pulgada, 3 rábanos medianos, cortados en rodajas finas]",title
69,"Que puedo hacer con 6 yemas de huevo grandes, 3/4 de taza de azúcar, 2 tazas de leche entera, 2 tazas de hojas de menta fresca, sin apretar, 1 taza de crema de leche, 3 gotas de colorante alimentario verde, 4 onzas de chocolate agridulce, picado grueso, 4 onzas de chocolate semidulce, picado grueso, Equipo especial: máquina de hacer helados]",instructions
70,"Que receta usa 6 yemas de huevo grandes, 3/4 de taza de azúcar, 2 tazas de leche entera, 2 tazas de hojas de menta fresca, sin apretar, 1 taza de crema de leche, 3 gotas de colorante alimentario verde, 4 onzas de chocolate agridulce, picado grueso, 4 onzas de chocolate semidulce, picado grueso, Equipo especial: máquina de hacer helados]",title
71,Como preparar Far Breton ,title_instructions
72,Quiero Trufas de chocolate agridulce  como se hace,title_instructions
73,Quiero Ron Dubonnet  como se hace,title_instructions
74,Quiero Orzo de calabaza y salvia  como se hace,title_instructions
